"","sector_wo","poll","grid","value","value_all_sector","value_om_sector","diff","status"
"274","landfill","NMVOC","d04",415614.231526998,415614.232028473,0,0.000501474365592003,"PASS"
"275","landfill","NH3","d04",70358.6409060014,70358.6406180057,0,0.000287995673716068,"PASS"
"276","landfill","PM","d04",237487.929815474,237487.929682776,0,0.000132698711240664,"PASS"
"277","landfill","CH4","d04",35593.6473580145,35946.6385715106,352.991222703131,9.20701131690294e-06,"PASS"
"278","landfill","BC","d04",29806.4708449536,29806.4708883832,0,4.34295507147908e-05,"PASS"
"279","landfill","OC","d04",60955.6531700343,60955.6531900618,0,2.00274807866663e-05,"PASS"
"280","livestock","SO2","d04",44757.2982792287,44757.2985669742,0,0.000287745584500954,"PASS"
"281","livestock","NOx","d04",648983.455232365,648983.45569289,0,0.000460525508970022,"PASS"
"282","livestock","CO","d04",3550511.07779731,3550511.07530705,0,0.0024902606382966,"PASS"
"283","livestock","NMVOC","d04",415614.231526998,415614.232028473,0,0.000501474365592003,"PASS"
"284","livestock","NH3","d04",22525.8001072315,70358.6406180057,47832.8405512121,4.04378806706518e-05,"PASS"
"285","livestock","PM","d04",237487.929815474,237487.929682776,0,0.000132698711240664,"PASS"
"286","livestock","CH4","d04",35946.6385850807,35946.6385715106,0,1.35701120598242e-05,"PASS"
"287","livestock","BC","d04",29806.4708449536,29806.4708883832,0,4.34295507147908e-05,"PASS"
"288","livestock","OC","d04",60955.6531700343,60955.6531900618,0,2.00274807866663e-05,"PASS"
"289","power","SO2","d04",33993.9078566337,44757.2985669742,10763.3908298146,0.000119474047096446,"PASS"
"290","power","NOx","d04",604703.373328493,648983.45569289,44280.0819718838,0.000392513815313578,"PASS"
"291","power","CO","d04",3535192.84620588,3550511.07530705,15318.231414333,0.00231316685676575,"PASS"
"292","power","NMVOC","d04",411783.767007048,415614.232028473,3830.46448683366,0.000534590566530824,"PASS"
"293","power","NH3","d04",69459.78427876,70358.6406180057,898.856635303237,0.000296057551167905,"PASS"
"294","power","PM","d04",220163.22962151,237487.929682776,17324.7003684193,0.000307153299218044,"PASS"
"295","power","CH4","d04",34448.1003724278,35946.6385715106,1498.53821821511,1.91323051694781e-05,"PASS"
"296","power","BC","d04",29803.6235190871,29806.4708883832,2.84732555443043,4.37416747445241e-05,"PASS"
"297","power","OC","d04",60931.1715481623,60955.6531900618,24.4816211244324,2.07750999834388e-05,"PASS"
"298","shipping","SO2","d04",43490.2253136246,44757.2985669742,1267.07288682461,0.000366525011486374,"PASS"
"299","shipping","NOx","d04",647117.267928507,648983.45569289,1866.18727326393,0.000491119455546141,"PASS"
"300","shipping","CO","d04",3550368.83791626,3550511.07530705,142.239889204502,0.00249841902405024,"PASS"
"301","shipping","NMVOC","d04",415614.231526998,415614.232028473,0,0.000501474365592003,"PASS"
"302","shipping","NH3","d04",70358.6409060014,70358.6406180057,0,0.000287995673716068,"PASS"
"303","shipping","PM","d04",237175.57099068,237487.929682776,312.358810007572,0.000117911637062207,"PASS"
"304","shipping","CH4","d04",35946.6385850807,35946.6385715106,0,1.35701120598242e-05,"PASS"
"305","shipping","BC","d04",29764.3678383548,29806.4708883832,42.1030058339238,4.41943993791938e-05,"PASS"
"306","shipping","OC","d04",60895.9124145977,60955.6531900618,59.7407546080649,2.08560668397695e-05,"PASS"
"307","solidwaste","SO2","d04",44504.7229315375,44757.2985669742,252.575559093061,7.63436645172533e-05,"PASS"
"308","solidwaste","NOx","d04",647468.002404727,648983.45569289,1515.45336064177,7.24788239949703e-05,"PASS"
"309","solidwaste","CO","d04",3529294.71953866,3550511.07530705,21216.3469949992,0.00877338241843972,"PASS"
"310","solidwaste","NMVOC","d04",408036.965422995,415614.232028473,7577.26682156248,0.000216084933526872,"PASS"
"311","solidwaste","NH3","d04",69883.7985232299,70358.6406180057,474.84205195741,4.28184325755865e-05,"PASS"
"312","solidwaste","PM","d04",228496.239797874,237487.929682776,8991.68990633958,2.14378342207056e-05,"PASS"
"313","solidwaste","CH4","d04",32663.1562899144,35946.6385715106,3283.48226730726,1.42889030030346e-05,"PASS"
"314","solidwaste","BC","d04",27028.1396618364,29806.4708883832,2778.33115906953,6.74772663842305e-05,"PASS"
"315","solidwaste","OC","d04",58177.3219733557,60955.6531900618,2778.33115906953,5.76366028326447e-05,"PASS"
"316","transport","SO2","d04",20415.2582535286,44757.2985669742,24342.0399968988,0.000316546862450195,"PASS"
"317","transport","NOx","d04",144731.529171301,648983.45569289,504251.925714731,0.000806858530268073,"PASS"
"318","transport","CO","d04",2586431.63576972,3550511.07530705,964079.451517513,0.0119801823748276,"PASS"
"319","transport","NMVOC","d04",76526.1268265957,415614.232028473,339088.105112225,8.96524870768189e-05,"PASS"
"320","transport","NH3","d04",52863.3191918146,70358.6406180057,17495.3217228341,0.0002966429819935,"PASS"
"321","transport","PM","d04",46493.2870681137,237487.929682776,190994.642598004,1.66578392963856e-05,"PASS"
"322","transport","CH4","d04",16289.8839216548,35946.6385715106,19656.7546622095,1.23537574836519e-05,"PASS"
"323","transport","BC","d04",5088.28654601606,29806.4708883832,24718.1843252864,1.70806670212187e-05,"PASS"
"324","transport","OC","d04",6545.55667450728,60955.6531900618,54410.0965112301,4.32443630415946e-06,"PASS"
