country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
PHL,Philippines,SAN LORENZO,WRI1001887,530,13.7717,124.0349,Gas,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1017046,,,,,,,2904.045734
PHL,Philippines,SAN ROQUE,WRI1001894,411,16.1462,120.6837,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023567,,,,,,,1104.144835
PHL,Philippines,SCPC U1,WRI1030470,300,14.5247,120.5964,Coal,,,,2017,San Miguel Consolidated Power Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1135.707168
PHL,Philippines,SEC,WRI1023892,118,5.871,125.0789,Coal,,,,2016,Sarangani Energy Corporation (SEC),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,446.7114863
PHL,Philippines,SLPGC,WRI1023890,300,13.9201,120.8265,Coal,,,,2016,South Luzon Thermal Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1135.707168
PHL,Philippines,SLTEC Putting Bato,WRI1023889,270,13.9328,120.7909,Coal,,,,2016,South Luzon Thermal Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1022.136452
PHL,Philippines,SPPC,WRI1001950,59,6.1018,125.2905,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1046858,,,,,,,163.7916444
PHL,Philippines,STA RITA,WRI1001885,1060,13.7703,121.035,Gas,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,5808.091469
PHL,Philippines,SUBIC DPP,WRI1001877,116,14.88,120.2343,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1016537,,,,,,,322.0310296
PHL,Philippines,Sacasun,WRI1023910,59,10.5116,123.4351,Solar,,,,2016,San Carlos Sun Power Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1.418269231
PHL,Philippines,San Gabriel,WRI1029961,450,13.7769,121.0261,Gas,,,,2016,First NatGas Power Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1066595,,,,,,,2465.699208
PHL,Philippines,San Luis,WRI1030472,1,15.6854,121.4748,Hydro,,,,2017,Epower Technologies Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1058810,,,,,,,2.686483785
PHL,Philippines,San Rafael Solar,WRI1030486,3.8,15.0074,120.973,Solar,,,,2017,SPARC Solar Powered Agri-Rural Communities Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.091346154
PHL,Philippines,Sarrat Solar,WRI1030487,1,18.1359,120.6762,Solar,,,,2017,Bosung Solartec Ic (BOSUNG),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.024038462
PHL,Philippines,Sepalco,WRI1029967,45,11.121,124.9723,Solar,,,,2016,Sulu Electric Power and Light Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1.081730769
PHL,Philippines,Silay Solar,WRI1023912,25,10.8055,122.9908,Solar,,,,2016,Megawatt Clean Energy (MCEI),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1111968,,,,,,,0.600961538
PHL,Philippines,Sta. Rita Solar,WRI1029962,7.1,14.8052,120.3634,Solar,,,,2016,JOBIN,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.170673077
PHL,Philippines,Sual power station,WRI1001872,1218,16.1243,120.1012,Coal,,,,1999,SMC Global Power Holdings Corp.,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1013257,,,,,,,4610.971104
PHL,Philippines,TIWI,WRI1001890,234,13.4655,123.6486,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1025521,,,,,,,1305.092522
PHL,Philippines,TOLEDO POWER CORP. (Sangi Sta),WRI1001920,88.8,10.3871,123.6401,Coal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1031810,,,,,,,336.1693219
PHL,Philippines,UNIFIED LEYTE,WRI1001943,610.2,11.1308,124.6553,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,3403.279732
PHL,Philippines,UPPC,WRI1030480,30,14.8952,120.7715,Coal,,,,1998,United Pulp & Paper Co. Inc,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,113.5707168
PHL,Philippines,Valenzuela Solar,WRI1023903,9,14.7019,120.954,Solar,,,,2016,Valenzuela Solar Energy Inc. Absolut Distillers Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1111032,,,,,,,0.216346154
PHL,Philippines,WMPC,WRI1001954,113,7.0694,122.2014,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1033310,,,,,,,313.7026409
PHL,Philippines,YH Green,WRI1023899,14.5,14.8323,120.4476,Solar,,,,2016,YH Green Energy incorporated,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.348557692
SGP,Singapore,Jurong Island - PLP CCGT Power Plant Singapore,GEODB0045352,800,1.2843,103.725,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1054199,2017,,,,,,3939.865997
SGP,Singapore,Keppel Merlimau Cogen Power Plant Singapore,GEODB0042425,1300,1.2824,103.675,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,6402.282245
SGP,Singapore,Keppel Seghers Tuas WTE Plant Singapore,GEODB0003828,22,1.2987,103.6215,Waste,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1085144,2017,,,,,,175.443038
SGP,Singapore,Pasir Panjang Gas Turbine Power Station Singapore,GEODB0004720,210,1.2715,103.7989,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,1034.214824
SGP,Singapore,PowerSeraya OCGT Power Plant Singapore,GEODB0004889,210,1.2813,103.7239,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,1034.214824
SGP,Singapore,PowerSeraya Pulau Seraya CCGT Cogen Power Plant Singapore,GEODB0004960,1540,1.2765,103.7266,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1025750,2017,,,,,,7584.242044
SGP,Singapore,PowerSeraya Pulau Seraya Oil Power Station Singapore,GEODB0004961,2250,1.28,103.727,Oil,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1025750,2017,,,,,,196.5189873
SGP,Singapore,SembCorp Pulau Sakra CCGT Cogen Power Station Singapore,GEODB0004959,1215,1.254,103.7026,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,5983.671482
SGP,Singapore,Senoko I-VII CCGT Power Plants Singapore,GEODB0005331,2807,1.4655,103.7996,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1025695,2017,,,,,,13824.00482
SGP,Singapore,Senoko Thermal Power Station Singapore,GEODB0003827,500,1.464,103.7976,Oil,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1025695,2017,,,,,,43.67088608
SGP,Singapore,Senoko WTE Incineration Plant Singapore,GEODB0005333,56,1.4624,103.795,Waste,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1022783,2017,,,,,,446.5822785
SGP,Singapore,Tuas CCGT Power Station Singapore,GEODB0005795,1470,1.2888,103.6414,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1032064,2017,,,,,,7239.503769
SGP,Singapore,Tuas Oil Power Station Singapore,GEODB0005796,1200,1.2896,103.6397,Oil,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1032064,2017,,,,,,104.8101266
SGP,Singapore,Tuas South WTE Incineration Plant Singapore,GEODB0005797,80,1.2959,103.6205,Waste,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1080323,2017,,,,,,637.9746835
