Reference/ PlantID,lon,lat,Nama Perusahaan,Kab.Kota,Provinsi,distance_from_jakarta_km,Jenis Industri,General Industri Group,Capacity,Unit,Generation (MWh),Fuel,Consumption,Product/Production,Amount,Cross-Check Industry,Note,Source
3089017,106.9272,-6.17044,Jakarta Steel Mill,,,,Steel Making,Metals & Minerals,360000,T/yr,,,,,,,PT Argo Manunggal Group,https://www.industrialinfo.com/
3089477,112.6192,-7.12163,Gresik PKM III Steel Bar & Wire Rod Mill,,,,Steel Bar & Rod,Metals & Minerals,500000,T/yr,,,,,,,PT The Master Steel,https://www.industrialinfo.com/
3028433,106.8422,-6.24213,Cilegon Tinplate,,,,Steel Plate,Metals & Minerals,130000,T/yr,,,,,,,PT Pelat Timah Nusantara Tbk,https://www.industrialinfo.com/
3087838,98.70178,3.744327,Medan Labuhan Steel Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,500000,T/yr,,,,,,,PT Putra Baja Deli,https://www.industrialinfo.com/
3090399,107.0393,-6.26098,Bekasi Iron & Steel Billets Mill,,,,Steel Making,Metals & Minerals,500000,T/yr,,,,,,,PT Monde Mahkota Biscuits,https://www.industrialinfo.com/
3032223,105.9546,-6.02909,Cilegon Pig Iron Mill,,,,Pig Iron,Metals & Minerals,550000,T/yr,,,,,,,Growth Steel Group,https://www.industrialinfo.com/
3094022,112.7593,-7.32953,Surabaya Steel Galvanizing,,,,,Metals & Minerals,,,,,,,,,Sojitz Corporation,https://www.industrialinfo.com/
3088869,107.0104,-6.22962,Bekasi Steel Coil Sheet,,,,Copper Sheets & Foil,Metals & Minerals,300000,T/yr,,,,,,,PT Tumbak Mas Inti Mulia,https://www.industrialinfo.com/
3158606,106.9099,-6.18809,Pulogadung Steel Wire Rod Mill,,,,Steel Bar & Rod,Metals & Minerals,60000,T/yr,,,,,,,PT Pulogadung Steel,https://www.industrialinfo.com/
3032232,106.04,-6.017,Cilegon Metallurgical Coke,,,,Metallurgical Coke,Metals & Minerals,1500000,T/yr,,,,,,,Growth Steel Group,https://www.industrialinfo.com/
3080986,113.0816,-8.28359,Lumajang Iron Ore Mine & DRI,,,,Iron Ore,Metals & Minerals,2500000,T/yr,,,,,,,Asia Resources Holdings Limited,https://www.industrialinfo.com/
3084764,107.0676,-6.24265,Bekasi Galvanized Automotive Steel Mill,,,,Flat Rolled Steel,Metals & Minerals,61000,T/yr,,,,,,,JFE Holdings Incorporated,https://www.industrialinfo.com/
3145476,107.4105,-7.50226,Cianjur Sand Iron Mine and Smelter,,,,Iron Ore,Metals & Minerals,3000000,T/yr,,,,,,,PT Megatop Inti Selaras,https://www.industrialinfo.com/
3073667,115.986,-3.419,Batulicin Mandan Iron & Steel Mill Complex,,,,"Other Ores And Concentrates, Nesoi",Metals & Minerals,1000000,T/yr,,,,,,,China Nickel Resources Holdings Company Limited,https://www.industrialinfo.com/
3107541,106.5911,-6.21249,Tangerang Steel Mill,,,,Steel Making,Metals & Minerals,300000,T/yr,,,,,,,PT Interworld Steel Mills Indonesia,https://www.industrialinfo.com/
3075851,119.568,-5.008,Morowali NPI Smelter,,,,Ferroalloys,Metals & Minerals,300000,T/yr,,,,,,,PT Central Omega Resources Tbk,https://www.industrialinfo.com/
3131024,122.5379,-4.0235,Konawe Nickel Mine and Smelter,,,,Nickel Ore,Metals & Minerals,3000000,T/yr,,,,,,,China Hanking Holdings Limited,https://www.industrialinfo.com/
3154628,112.8847,-2.0445,Kotawaringin Bauxite Mine & Smelter,,,,Primary Aluminum,Metals & Minerals,500000,T/yr,,,,,,,PT Indonesia Batubauksit Bajarau,https://www.industrialinfo.com/
3083967,112.7283,-7.57848,Pasuruan Steel Pipe Mill,,,,Steel Pipe & Tubing,Metals & Minerals,120000,T/yr,,,,,,,PT Steel Pipe Industry Of Indonesia Tbk,https://www.industrialinfo.com/
3076567,115.9504,-3.3522,Batulicin Direct Reduced Iron,,,,,Metals & Minerals,,,,,,,,,PT Krakatau Steel,https://www.industrialinfo.com/
3091837,106.4954,-6.2453,Tangerang Iron & Steel Mill,,,,Steel Bar & Rod,Metals & Minerals,260000,T/yr,,,,,,,PT Power Steel Indonesia,https://www.industrialinfo.com/
3028546,105.9829,-6.00545,Cilegon Steel Mill,,,,Flat Rolled Steel,Metals & Minerals,6000000,T/yr,,,,,,,POSCO,https://www.industrialinfo.com/
3344532,108.4983,-6.6868,Cirebon Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,17000,T/yr,,,,,,,PT Hyamn Sukses Abadi,https://www.industrialinfo.com/
3105879,98.60231,3.592565,Medan Aluminum Foil & Extrusion,,,,Aluminum Extrusions,Metals & Minerals,15000,T/yr,,,,,,,PT Damai Abadi,https://www.industrialinfo.com/
3075388,116.2245,-3.24394,Kotabaru Sebuku Iron Mine & Sponge Iron Complex,,,,Iron Ore,Metals & Minerals,10000000,T/yr,,,,,,,PT Sebuku Iron Lateritic Ores,https://www.industrialinfo.com/
3107646,106.3874,-6.20983,Banten Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,20000,T/yr,,,,,,,PT Aluprima Pacific Industries,https://www.industrialinfo.com/
3109186,112.6696,-7.36412,Sidoarjo Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,12000,T/yr,,,,,,,PT Aneka Metal Industry,https://www.industrialinfo.com/
3111319,107.0908,-6.28613,Jakarta Timur Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,13000,T/yr,,,,,,,PT Alcomex Indo,https://www.industrialinfo.com/
3109568,112.645,-7.37277,Sidoarjo Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,17000,T/yr,,,,,,,PT Tamanaco,https://www.industrialinfo.com/
3108906,107.2143,-6.42533,Bekasi Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,12000,T/yr,,,,,,,PT Bintang Mas Extrusion Indonesia,https://www.industrialinfo.com/
1078323,106.034,-6.00371,Cilegon Integrated Steel Mill Complex,,,,Steel Making,Metals & Minerals,2400000,T/yr,,,,,,,PT Krakatau Steel,https://www.industrialinfo.com/
3092757,106.9398,-6.18596,Bekasi Steel-Copper-Aluminium Wiredrawing & Casting,,,,,Metals & Minerals,,,,,,,,,PT KMI Wire and Cable Tbk,https://www.industrialinfo.com/
3111541,110.3583,-7.00369,Semarang Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,10000,T/yr,,,,,,,PT Alutama Aluminium Extrusion,https://www.industrialinfo.com/
3107337,106.9175,-6.19387,Jakarta Timur Aluminum Extrusion,,,14-Oct-19,Aluminum Extrusions,Metals & Minerals,25000,T/yr,,,,,,,PT Alakasa Extrusindo,https://www.industrialinfo.com/
3104814,106.916,-6.16735,Jakarta Utara Aluminum Slug,,,,Aluminum Foundries,Metals & Minerals,2500,T/yr,,,,,,,PT Inter Alumindo Sentosa,https://www.industrialinfo.com/
3107829,106.658,-6.1565,Tangerang Aluminum Extrusion,,,12-Dec-18,Aluminum Extrusions,Metals & Minerals,18000,T/yr,,,,,,,PT Superex Raya,https://www.industrialinfo.com/
3097637,112.611,-7.35841,Surabaya Steel Mill,,,11-Apr-18,,Metals & Minerals,,,,,,,,,PT Segoro Adidaya Steel,https://www.industrialinfo.com/
3105375,106.7062,-6.16375,Jakarta Barat Aluminum-Copper Rod Mill,,,30-Oct-17,"Copper Bars, Rods & Profiles",Metals & Minerals,7000,T/yr,,,,,,,PT Sucaco Tbk,https://www.industrialinfo.com/
3108047,106.9469,-6.41375,Cibinong Aluminum Extrusion,,,14-Jan-17,Aluminum Extrusions,Metals & Minerals,6000,T/yr,,,,,,,PT Intalan Works,https://www.industrialinfo.com/
3109486,106.9315,-6.15625,Jakarta Utara Aluminum Extrusion,,,14-Dec-16,Aluminum Extrusions,Metals & Minerals,14000,T/yr,,,,,,,PT Alcarindo Prima,https://www.industrialinfo.com/
3109713,106.8567,-6.43042,Depok Aluminum-Copper Rod,,,14-Jan-16,"Copper Bars, Rods & Profiles",Metals & Minerals,50000,T/yr,,,,,,,PT Aluco,https://www.industrialinfo.com/
3107783,98.81081,3.531219,Medan Aluminum Extrusion,,,14-Dec-15,Aluminum Extrusions,Metals & Minerals,7000,T/yr,,,,,,,PT Sari Logam Morawa,https://www.industrialinfo.com/
3109344,106.9148,-6.18229,Jakarta Timur Aluminum Extrusion,,,14-Dec-15,Aluminum Extrusions,Metals & Minerals,10000,T/yr,,,,,,,PT Hercules Aluminium Mfg Co,https://www.industrialinfo.com/
3002147,104.445,0.907,Tanjung Pinang Kijang A-G Bauxite & Alumina Refinery,,,1-Jan-09,,Metals & Minerals,,,,,,,,,PT Aneka Tambang Tbk,https://www.industrialinfo.com/
3090399,107.0379773,-6.261899535,Bekasi Iron & Steel Billets Mill,PT Monde Mahkota Biscuits,West Java,107.0393,Steel pipe and billets,Metals & Minerals,500000,,,,,,,,,
,106.9275342,-6.178458866,Jakarta Cakratunggal Steel Mills. PT,,Jakarta,,Steel Manufacturer,Metals & Minerals,,,,,,,,,,
